date,sku_id,inventory_position,target_inventory,recommended_order_qty,inventory_risk,recommendation_priority,recommendation
2026-03-22,SKU034,34.0,200,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-27,SKU013,15.0,181,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-30,SKU012,71.0,237,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-28,SKU030,69.0,235,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-16,SKU015,207.0,373,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-13,SKU036,98.0,264,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-15,SKU013,15.0,181,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-05,SKU012,71.0,237,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-17,SKU036,98.0,264,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-18,SKU008,43.0,209,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-30,SKU036,98.0,264,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-14,SKU029,18.0,184,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-30,SKU030,69.0,235,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-24,SKU030,69.0,235,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-30,SKU040,105.0,271,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-21,SKU040,105.0,271,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-20,SKU030,69.0,235,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-05,SKU013,15.0,181,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-05,SKU013,15.0,181,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-01,SKU040,105.0,271,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-21,SKU008,43.0,209,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-30,SKU036,98.0,264,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-04,SKU036,98.0,264,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-15,SKU015,207.0,373,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-09,SKU037,35.0,201,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-27,SKU037,35.0,201,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-22,SKU036,98.0,264,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-05,SKU037,35.0,201,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-08,SKU013,15.0,181,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-18,SKU040,105.0,271,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-27,SKU037,35.0,201,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-18,SKU001,89.0,255,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-08,SKU029,18.0,184,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-21,SKU037,35.0,201,166,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-31,SKU013,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-26,SKU029,19.0,184,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-17,SKU037,36.0,201,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-12,SKU029,19.0,184,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-28,SKU001,90.0,255,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-12,SKU040,106.0,271,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-23,SKU029,19.0,184,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-20,SKU030,70.0,235,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-08,SKU013,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-16,SKU037,36.0,201,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-15,SKU012,72.0,237,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-18,SKU012,72.0,237,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-16,SKU029,19.0,184,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-31,SKU036,99.0,264,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-21,SKU013,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-25,SKU037,36.0,201,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-18,SKU024,9.0,174,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-28,SKU036,99.0,264,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-30,SKU016,90.0,255,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-23,SKU015,208.0,373,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-15,SKU015,208.0,373,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-16,SKU040,106.0,271,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-14,SKU012,72.0,237,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-02,SKU012,72.0,237,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-01,SKU016,90.0,255,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-18,SKU013,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-12,SKU037,36.0,201,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-30,SKU013,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-22,SKU013,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-10,SKU013,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-01,SKU013,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-03,SKU013,16.0,181,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-28,SKU026,184.0,349,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-17,SKU030,70.0,235,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-23,SKU007,252.0,417,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-08,SKU037,36.0,201,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-22,SKU040,106.0,271,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-01,SKU039,30.0,195,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-31,SKU007,252.0,417,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-06,SKU007,252.0,417,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-16,SKU001,90.0,255,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-30,SKU016,90.0,255,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-26,SKU036,99.0,264,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-22,SKU036,99.0,264,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-20,SKU012,72.0,237,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-17,SKU012,72.0,237,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-27,SKU030,70.0,235,165,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-17,SKU013,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-21,SKU036,100.0,264,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-02,SKU008,45.0,209,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-30,SKU024,10.0,174,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-13,SKU015,209.0,373,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-04,SKU013,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-03,SKU008,45.0,209,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-03,SKU037,37.0,201,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-02,SKU012,73.0,237,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-07,SKU013,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-15,SKU026,185.0,349,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-18,SKU030,71.0,235,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-25,SKU013,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-27,SKU013,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-18,SKU013,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-27,SKU040,107.0,271,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-20,SKU029,20.0,184,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-02,SKU037,37.0,201,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-24,SKU012,73.0,237,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-16,SKU037,37.0,201,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-14,SKU039,31.0,195,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-11,SKU039,31.0,195,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-09,SKU036,100.0,264,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-05,SKU039,31.0,195,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-04,SKU030,71.0,235,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-27,SKU029,20.0,184,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-26,SKU001,91.0,255,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-24,SKU029,20.0,184,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-04,SKU007,253.0,417,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-27,SKU030,71.0,235,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-09,SKU040,107.0,271,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-12,SKU030,71.0,235,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-18,SKU001,91.0,255,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-11,SKU013,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-21,SKU013,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-02,SKU013,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-04,SKU013,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-29,SKU007,253.0,417,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-09,SKU034,36.0,200,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-20,SKU007,253.0,417,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-12,SKU029,20.0,184,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-09,SKU039,31.0,195,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-22,SKU036,100.0,264,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-26,SKU016,91.0,255,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-22,SKU012,73.0,237,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-21,SKU012,73.0,237,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-23,SKU013,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-17,SKU030,71.0,235,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-06,SKU029,20.0,184,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-08,SKU021,331.0,495,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-25,SKU008,45.0,209,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-19,SKU040,107.0,271,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-19,SKU029,20.0,184,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-02,SKU036,100.0,264,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-26,SKU040,107.0,271,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-07,SKU036,100.0,264,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-06,SKU016,91.0,255,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-15,SKU013,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-24,SKU015,209.0,373,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-11,SKU013,17.0,181,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-14,SKU001,91.0,255,164,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-28,SKU012,74.0,237,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-27,SKU037,38.0,201,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-08,SKU037,38.0,201,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-03,SKU013,18.0,181,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-28,SKU013,18.0,181,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-23,SKU013,18.0,181,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-12,SKU015,210.0,373,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-17,SKU008,46.0,209,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-09,SKU036,101.0,264,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-10,SKU036,101.0,264,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-29,SKU036,101.0,264,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-02,SKU037,38.0,201,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-09,SKU029,21.0,184,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-25,SKU036,101.0,264,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-17,SKU036,101.0,264,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-15,SKU034,37.0,200,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-03,SKU030,72.0,235,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-25,SKU029,21.0,184,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-29,SKU013,18.0,181,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-29,SKU029,21.0,184,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-15,SKU037,38.0,201,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-09,SKU001,92.0,255,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-20,SKU030,72.0,235,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-07,SKU012,74.0,237,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-03,SKU012,74.0,237,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-10,SKU037,38.0,201,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-10,SKU013,18.0,181,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-20,SKU029,21.0,184,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-18,SKU026,186.0,349,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-21,SKU013,18.0,181,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-13,SKU037,38.0,201,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-06,SKU015,210.0,373,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-17,SKU037,38.0,201,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-18,SKU008,46.0,209,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-05,SKU013,18.0,181,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-15,SKU029,21.0,184,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-18,SKU016,92.0,255,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-13,SKU013,18.0,181,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-06,SKU013,18.0,181,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-09,SKU029,21.0,184,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-04,SKU013,18.0,181,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-14,SKU020,611.0,774,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-27,SKU016,92.0,255,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-31,SKU029,21.0,184,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-17,SKU026,186.0,349,163,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-07,SKU012,75.0,237,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-20,SKU036,102.0,264,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-25,SKU016,93.0,255,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-09,SKU039,33.0,195,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-01,SKU015,211.0,373,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-02,SKU039,33.0,195,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-31,SKU029,22.0,184,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-03,SKU037,39.0,201,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-29,SKU040,109.0,271,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-08,SKU029,22.0,184,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-19,SKU030,73.0,235,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-06,SKU012,75.0,237,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-22,SKU008,47.0,209,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-04,SKU001,93.0,255,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-13,SKU013,19.0,181,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-23,SKU013,19.0,181,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-26,SKU013,19.0,181,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-17,SKU036,102.0,264,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-22,SKU026,187.0,349,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-29,SKU012,75.0,237,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-08,SKU013,19.0,181,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-07,SKU012,75.0,237,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-27,SKU016,93.0,255,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-29,SKU001,93.0,255,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-01-30,SKU030,73.0,235,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-16,SKU026,187.0,349,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-15,SKU036,102.0,264,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-01,SKU037,39.0,201,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-09,SKU036,102.0,264,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-15,SKU013,19.0,181,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-26,SKU013,19.0,181,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-17,SKU030,73.0,235,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-26,SKU001,93.0,255,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-12,SKU037,39.0,201,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-25,SKU001,93.0,255,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-27,SKU029,22.0,184,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-08,SKU001,93.0,255,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-19,SKU012,75.0,237,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-04,SKU012,75.0,237,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-15,SKU040,109.0,271,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-03,SKU030,73.0,235,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-11,SKU037,39.0,201,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-14,SKU007,255.0,417,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-30,SKU034,38.0,200,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-04,SKU026,187.0,349,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-15,SKU034,38.0,200,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-18,SKU013,19.0,181,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-25,SKU013,19.0,181,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-11,SKU012,75.0,237,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-22,SKU026,187.0,349,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-17,SKU036,102.0,264,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-23,SKU013,19.0,181,162,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-05,SKU037,40.0,201,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-29,SKU037,40.0,201,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-14,SKU036,103.0,264,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-10,SKU013,20.0,181,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-08,SKU015,212.0,373,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-26,SKU036,103.0,264,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-05,SKU037,40.0,201,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-14,SKU013,20.0,181,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-24,SKU029,23.0,184,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-13,SKU036,103.0,264,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-20,SKU001,94.0,255,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-18,SKU040,110.0,271,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-09,SKU013,20.0,181,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-03-12,SKU024,13.0,174,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-19,SKU013,20.0,181,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-07,SKU008,48.0,209,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-27,SKU029,23.0,184,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-30,SKU013,20.0,181,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-23,SKU008,48.0,209,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-20,SKU015,212.0,373,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-06,SKU036,103.0,264,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-05,SKU012,76.0,237,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-12,SKU008,48.0,209,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-28,SKU013,20.0,181,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-16,SKU037,40.0,201,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-10-22,SKU029,23.0,184,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-06-16,SKU029,23.0,184,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-07,SKU016,94.0,255,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-14,SKU039,34.0,195,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-22,SKU039,34.0,195,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-19,SKU034,39.0,200,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-09-24,SKU030,74.0,235,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-18,SKU026,188.0,349,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-06,SKU037,40.0,201,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-14,SKU001,94.0,255,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-11-01,SKU029,23.0,184,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-02-25,SKU007,256.0,417,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-04-20,SKU026,188.0,349,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-25,SKU030,74.0,235,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-08-31,SKU007,256.0,417,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-07-29,SKU037,40.0,201,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-02,SKU037,40.0,201,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-24,SKU040,110.0,271,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-22,SKU001,94.0,255,161,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-05-21,SKU030,75.0,235,160,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
