date,sku_id,units_sold,revenue,price,promo_flag,calculated_revenue,revenue_difference,revenue_consistency_flag
2025-03-19,SKU020,71.0,331584.91,4670.21,0,331584.91,0.0,OK
2025-03-20,SKU020,96.0,412472.95,4670.21,1,448340.16000000003,-35867.21000000002,REVENUE_MISMATCH
2025-03-21,SKU020,98.0,421066.13,4670.21,1,457680.58,-36614.45000000001,REVENUE_MISMATCH
2025-03-22,SKU020,152.0,653082.17,4670.21,1,709871.92,-56789.75,REVENUE_MISMATCH
2025-03-23,SKU020,125.0,537074.15,4670.21,1,583776.25,-46702.09999999998,REVENUE_MISMATCH
2025-03-24,SKU020,113.0,485515.03,4670.21,1,527733.73,-42218.69999999995,REVENUE_MISMATCH
2025-03-25,SKU020,94.0,403879.76,4670.21,1,438999.74,-35119.97999999998,REVENUE_MISMATCH
2025-03-26,SKU020,120.0,515591.18,4670.21,1,560425.2,-44834.01999999996,REVENUE_MISMATCH
2025-03-27,SKU020,142.0,610116.23,4670.21,1,663169.82,-53053.58999999997,REVENUE_MISMATCH
2025-03-28,SKU020,96.0,448340.16,4670.21,0,448340.16000000003,-5.820766091346741e-11,OK
2025-03-29,SKU020,89.0,415648.69,4670.21,0,415648.69,0.0,OK
2025-03-30,SKU020,100.0,467021.0,4670.21,0,467021.0,0.0,OK
2025-03-31,SKU020,70.0,326914.7,4670.21,0,326914.7,0.0,OK
2025-04-01,SKU020,88.0,410978.48,4670.21,0,410978.48,0.0,OK
2025-04-02,SKU020,61.0,284882.81,4670.21,0,284882.81,0.0,OK
2025-04-03,SKU020,89.0,415648.69,4670.21,0,415648.69,0.0,OK
2025-04-04,SKU020,96.0,448340.16,4670.21,0,448340.16000000003,-5.820766091346741e-11,OK
2025-04-05,SKU020,122.0,569765.62,4670.21,0,569765.62,0.0,OK
2025-04-06,SKU020,78.0,364276.38,4670.21,0,364276.38,0.0,OK
2025-04-07,SKU020,87.0,406308.27,4670.21,0,406308.27,0.0,OK
2025-04-08,SKU020,92.0,429659.32,4670.21,0,429659.32,0.0,OK
2025-04-09,SKU020,87.0,406308.27,4670.21,0,406308.27,0.0,OK
2025-04-10,SKU020,99.0,462350.79,4670.21,0,462350.79,0.0,OK
2025-04-11,SKU020,99.0,462350.79,4670.21,0,462350.79,0.0,OK
2025-04-12,SKU020,105.0,490372.05,4670.21,0,490372.05,0.0,OK
2025-04-13,SKU020,94.0,438999.74,4670.21,0,438999.74,0.0,OK
2025-04-14,SKU020,84.0,392297.64,4670.21,0,392297.64,0.0,OK
2025-04-15,SKU020,46.0,214829.66,4670.21,0,214829.66,0.0,OK
2025-04-16,SKU020,109.0,509052.89,4670.21,0,509052.89,0.0,OK
2025-04-17,SKU020,82.0,382957.22,4670.21,0,382957.22000000003,-5.820766091346741e-11,OK
2025-04-18,SKU020,83.0,387627.43,4670.21,0,387627.43,0.0,OK
2025-04-19,SKU020,109.0,509052.89,4670.21,0,509052.89,0.0,OK
2025-04-20,SKU020,82.0,382957.22,4670.21,0,382957.22000000003,-5.820766091346741e-11,OK
2025-04-21,SKU020,84.0,392297.64,4670.21,0,392297.64,0.0,OK
2025-04-22,SKU020,78.0,364276.38,4670.21,0,364276.38,0.0,OK
2025-04-23,SKU020,97.0,453010.37,4670.21,0,453010.37,0.0,OK
2025-04-24,SKU020,88.0,410978.48,4670.21,0,410978.48,0.0,OK
2025-04-25,SKU020,87.0,406308.27,4670.21,0,406308.27,0.0,OK
2025-04-26,SKU020,107.0,499712.47,4670.21,0,499712.47000000003,-5.820766091346741e-11,OK
2025-04-27,SKU020,80.0,373616.8,4670.21,0,373616.8,0.0,OK
2025-04-28,SKU020,72.0,336255.12,4670.21,0,336255.12,0.0,OK
2025-04-29,SKU020,92.0,429659.32,4670.21,0,429659.32,0.0,OK
2025-04-30,SKU020,103.0,481031.63,4670.21,0,481031.63,0.0,OK
2025-05-01,SKU020,85.0,396967.85,4670.21,0,396967.85,0.0,OK
2025-05-02,SKU020,102.0,476361.42,4670.21,0,476361.42,0.0,OK
2025-05-03,SKU020,101.0,471691.21,4670.21,0,471691.21,0.0,OK
2025-05-04,SKU020,78.0,364276.38,4670.21,0,364276.38,0.0,OK
2025-05-05,SKU020,94.0,438999.74,4670.21,0,438999.74,0.0,OK
2025-05-06,SKU020,122.0,569765.62,4670.21,0,569765.62,0.0,OK
2025-05-07,SKU020,82.0,382957.22,4670.21,0,382957.22000000003,-5.820766091346741e-11,OK
2025-05-08,SKU020,54.0,252191.34,4670.21,0,252191.34,0.0,OK
2025-05-09,SKU020,128.0,597786.88,4670.21,0,597786.88,0.0,OK
2025-05-10,SKU020,92.0,429659.32,4670.21,0,429659.32,0.0,OK
2025-05-11,SKU020,103.0,481031.63,4670.21,0,481031.63,0.0,OK
2025-05-12,SKU020,93.0,434329.53,4670.21,0,434329.53,0.0,OK
2025-05-13,SKU020,84.0,392297.64,4670.21,0,392297.64,0.0,OK
2025-05-14,SKU020,74.0,345595.54,4670.21,0,345595.54,0.0,OK
2025-05-15,SKU020,67.0,312904.07,4670.21,0,312904.07,0.0,OK
2025-05-16,SKU020,101.0,471691.21,4670.21,0,471691.21,0.0,OK
2025-05-17,SKU020,100.0,467021.0,4670.21,0,467021.0,0.0,OK
2025-05-18,SKU020,67.0,312904.07,4670.21,0,312904.07,0.0,OK
2025-05-19,SKU020,103.0,481031.63,4670.21,0,481031.63,0.0,OK
2025-05-20,SKU020,104.0,485701.84,4670.21,0,485701.84,0.0,OK
2025-05-21,SKU020,72.0,336255.12,4670.21,0,336255.12,0.0,OK
2025-05-22,SKU020,84.0,392297.64,4670.21,0,392297.64,0.0,OK
2025-05-23,SKU020,97.0,453010.37,4670.21,0,453010.37,0.0,OK
2025-05-24,SKU020,104.0,485701.84,4670.21,0,485701.84,0.0,OK
2025-05-25,SKU020,78.0,364276.38,4670.21,0,364276.38,0.0,OK
2025-05-26,SKU020,74.0,345595.54,4670.21,0,345595.54,0.0,OK
2025-05-27,SKU020,95.0,443669.95,4670.21,0,443669.95,0.0,OK
2025-05-28,SKU020,105.0,490372.05,4670.21,0,490372.05,0.0,OK
2025-05-29,SKU020,115.0,537074.15,4670.21,0,537074.15,0.0,OK
2025-05-30,SKU020,88.0,410978.48,4670.21,0,410978.48,0.0,OK
2025-05-31,SKU020,77.0,359606.17,4670.21,0,359606.17,0.0,OK
2025-06-01,SKU020,120.0,560425.2,4670.21,0,560425.2,0.0,OK
2025-06-02,SKU020,96.0,448340.16,4670.21,0,448340.16000000003,-5.820766091346741e-11,OK
2025-06-03,SKU020,103.0,481031.63,4670.21,0,481031.63,0.0,OK
2025-06-04,SKU020,73.0,340925.33,4670.21,0,340925.33,0.0,OK
2025-06-05,SKU020,92.0,429659.32,4670.21,0,429659.32,0.0,OK
2025-06-06,SKU020,116.0,541744.36,4670.21,0,541744.36,0.0,OK
2025-06-07,SKU020,86.0,401638.06,4670.21,0,401638.06,0.0,OK
2025-06-08,SKU020,104.0,485701.84,4670.21,0,485701.84,0.0,OK
2025-06-09,SKU020,119.0,555754.99,4670.21,0,555754.99,0.0,OK
2025-06-10,SKU020,181.0,777683.37,4670.21,1,845308.01,-67624.64000000001,REVENUE_MISMATCH
2025-06-11,SKU020,153.0,657378.76,4670.21,1,714542.13,-57163.369999999995,REVENUE_MISMATCH
2025-06-12,SKU020,116.0,498404.81,4670.21,1,541744.36,-43339.54999999999,REVENUE_MISMATCH
2025-06-13,SKU020,142.0,610116.23,4670.21,1,663169.82,-53053.58999999997,REVENUE_MISMATCH
2025-06-14,SKU020,152.0,653082.17,4670.21,1,709871.92,-56789.75,REVENUE_MISMATCH
2025-06-15,SKU020,168.0,721827.66,4670.21,1,784595.28,-62767.619999999995,REVENUE_MISMATCH
2025-06-16,SKU020,105.0,451142.29,4670.21,1,490372.05,-39229.76000000001,REVENUE_MISMATCH
2025-06-17,SKU020,131.0,562853.71,4670.21,1,611797.51,-48943.80000000005,REVENUE_MISMATCH
2025-06-18,SKU020,149.0,640192.39,4670.21,1,695861.29,-55668.90000000002,REVENUE_MISMATCH
2025-06-19,SKU020,102.0,438252.51,4670.21,1,476361.42,-38108.909999999974,REVENUE_MISMATCH
2025-06-20,SKU020,129.0,554260.52,4670.21,1,602457.09,-48196.56999999995,REVENUE_MISMATCH
2025-06-21,SKU020,88.0,410978.48,4670.21,0,410978.48,0.0,OK
2025-06-22,SKU020,103.0,481031.63,4670.21,0,481031.63,0.0,OK
2025-06-23,SKU020,83.0,387627.43,4670.21,0,387627.43,0.0,OK
2025-06-24,SKU020,113.0,527733.73,4670.21,0,527733.73,0.0,OK
2025-06-25,SKU020,82.0,382957.22,4670.21,0,382957.22000000003,-5.820766091346741e-11,OK
2025-06-26,SKU020,96.0,448340.16,4670.21,0,448340.16000000003,-5.820766091346741e-11,OK
2025-06-27,SKU020,123.0,574435.83,4670.21,0,574435.83,0.0,OK
2025-06-28,SKU020,110.0,513723.1,4670.21,0,513723.1,0.0,OK
2025-06-29,SKU020,78.0,364276.38,4670.21,0,364276.38,0.0,OK
2025-06-30,SKU020,103.0,481031.63,4670.21,0,481031.63,0.0,OK
2025-07-01,SKU020,86.0,401638.06,4670.21,0,401638.06,0.0,OK
2025-07-02,SKU020,100.0,467021.0,4670.21,0,467021.0,0.0,OK
2025-07-03,SKU020,84.0,392297.64,4670.21,0,392297.64,0.0,OK
2025-07-04,SKU020,115.0,537074.15,4670.21,0,537074.15,0.0,OK
2025-07-05,SKU020,118.0,551084.78,4670.21,0,551084.78,0.0,OK
2025-07-06,SKU020,89.0,415648.69,4670.21,0,415648.69,0.0,OK
2025-07-07,SKU020,87.0,406308.27,4670.21,0,406308.27,0.0,OK
2025-07-08,SKU020,106.0,495042.26,4670.21,0,495042.26,0.0,OK
2025-07-09,SKU020,111.0,518393.31,4670.21,0,518393.31,0.0,OK
2025-07-10,SKU020,90.0,420318.9,4670.21,0,420318.9,0.0,OK
2025-07-11,SKU020,100.0,467021.0,4670.21,0,467021.0,0.0,OK
2025-07-12,SKU020,95.0,443669.95,4670.21,0,443669.95,0.0,OK
2025-07-13,SKU020,92.0,429659.32,4670.21,0,429659.32,0.0,OK
2025-07-14,SKU020,86.0,401638.06,4670.21,0,401638.06,0.0,OK
2025-07-15,SKU020,113.0,527733.73,4670.21,0,527733.73,0.0,OK
2025-07-16,SKU020,118.0,551084.78,4670.21,0,551084.78,0.0,OK
2025-07-17,SKU020,147.0,686520.87,4670.21,0,686520.87,0.0,OK
2025-07-18,SKU020,93.0,434329.53,4670.21,0,434329.53,0.0,OK
2025-07-19,SKU020,91.0,424989.11,4670.21,0,424989.11,0.0,OK
2025-07-20,SKU020,106.0,495042.26,4670.21,0,495042.26,0.0,OK
2025-07-21,SKU020,99.0,462350.79,4670.21,0,462350.79,0.0,OK
2025-07-22,SKU020,102.0,476361.42,4670.21,0,476361.42,0.0,OK
2025-07-23,SKU020,94.0,438999.74,4670.21,0,438999.74,0.0,OK
2025-07-24,SKU020,92.0,429659.32,4670.21,0,429659.32,0.0,OK
2025-07-25,SKU020,121.0,565095.41,4670.21,0,565095.41,0.0,OK
2025-07-26,SKU020,99.0,462350.79,4670.21,0,462350.79,0.0,OK
2025-07-27,SKU020,142.0,663169.82,4670.21,0,663169.82,0.0,OK
2025-07-28,SKU020,92.0,429659.32,4670.21,0,429659.32,0.0,OK
2025-07-29,SKU020,92.0,429659.32,4670.21,0,429659.32,0.0,OK
2025-07-30,SKU020,98.0,457680.58,4670.21,0,457680.58,0.0,OK
2025-07-31,SKU020,117.0,546414.57,4670.21,0,546414.57,0.0,OK
2025-08-01,SKU020,117.0,546414.57,4670.21,0,546414.57,0.0,OK
2025-08-02,SKU020,95.0,443669.95,4670.21,0,443669.95,0.0,OK
2025-08-03,SKU020,86.0,401638.06,4670.21,0,401638.06,0.0,OK
2025-08-04,SKU020,87.0,406308.27,4670.21,0,406308.27,0.0,OK
2025-08-05,SKU020,106.0,495042.26,4670.21,0,495042.26,0.0,OK
2025-08-06,SKU020,85.0,396967.85,4670.21,0,396967.85,0.0,OK
2025-08-07,SKU020,99.0,462350.79,4670.21,0,462350.79,0.0,OK
2025-08-08,SKU020,111.0,518393.31,4670.21,0,518393.31,0.0,OK
2025-08-09,SKU020,97.0,453010.37,4670.21,0,453010.37,0.0,OK
2025-08-10,SKU020,85.0,396967.85,4670.21,0,396967.85,0.0,OK
2025-08-11,SKU020,86.0,401638.06,4670.21,0,401638.06,0.0,OK
2025-08-12,SKU020,105.0,490372.05,4670.21,0,490372.05,0.0,OK
2025-08-13,SKU020,100.0,467021.0,4670.21,0,467021.0,0.0,OK
2025-08-14,SKU020,84.0,392297.64,4670.21,0,392297.64,0.0,OK
2025-08-15,SKU020,210.0,980744.1,4670.21,0,980744.1,0.0,OK
2025-08-16,SKU020,136.0,635148.56,4670.21,0,635148.56,0.0,OK
2025-08-17,SKU020,121.0,565095.41,4670.21,0,565095.41,0.0,OK
2025-08-18,SKU020,85.0,396967.85,4670.21,0,396967.85,0.0,OK
2025-08-19,SKU020,110.0,513723.1,4670.21,0,513723.1,0.0,OK
2025-08-20,SKU020,104.0,485701.84,4670.21,0,485701.84,0.0,OK
2025-08-21,SKU020,95.0,443669.95,4670.21,0,443669.95,0.0,OK
2025-08-22,SKU020,153.0,714542.13,4670.21,0,714542.13,0.0,OK
2025-08-23,SKU020,117.0,546414.57,4670.21,0,546414.57,0.0,OK
2025-08-24,SKU020,115.0,537074.15,4670.21,0,537074.15,0.0,OK
2025-08-25,SKU020,81.0,378287.01,4670.21,0,378287.01,0.0,OK
2025-08-26,SKU020,97.0,453010.37,4670.21,0,453010.37,0.0,OK
2025-08-27,SKU020,125.0,583776.25,4670.21,0,583776.25,0.0,OK
2025-08-28,SKU020,92.0,429659.32,4670.21,0,429659.32,0.0,OK
2025-08-29,SKU020,83.0,387627.43,4670.21,0,387627.43,0.0,OK
2025-08-30,SKU020,128.0,597786.88,4670.21,0,597786.88,0.0,OK
2025-08-31,SKU020,110.0,513723.1,4670.21,0,513723.1,0.0,OK
2025-09-01,SKU020,85.0,396967.85,4670.21,0,396967.85,0.0,OK
2025-09-02,SKU020,76.0,354935.96,4670.21,0,354935.96,0.0,OK
2025-09-03,SKU020,98.0,457680.58,4670.21,0,457680.58,0.0,OK
2025-09-04,SKU020,95.0,443669.95,4670.21,0,443669.95,0.0,OK
2025-09-05,SKU020,97.0,453010.37,4670.21,0,453010.37,0.0,OK
2025-09-06,SKU020,85.0,396967.85,4670.21,0,396967.85,0.0,OK
2025-09-07,SKU020,84.0,392297.64,4670.21,0,392297.64,0.0,OK
2025-09-08,SKU020,87.0,406308.27,4670.21,0,406308.27,0.0,OK
2025-09-09,SKU020,98.0,457680.58,4670.21,0,457680.58,0.0,OK
2025-09-10,SKU020,91.0,424989.11,4670.21,0,424989.11,0.0,OK
2025-09-11,SKU020,113.0,527733.73,4670.21,0,527733.73,0.0,OK
2025-09-12,SKU020,112.0,523063.52,4670.21,0,523063.52,0.0,OK
2025-09-13,SKU020,118.0,551084.78,4670.21,0,551084.78,0.0,OK
2025-09-14,SKU020,91.0,424989.11,4670.21,0,424989.11,0.0,OK
2025-09-15,SKU020,74.0,345595.54,4670.21,0,345595.54,0.0,OK
2025-09-16,SKU020,113.0,527733.73,4670.21,0,527733.73,0.0,OK
2025-09-17,SKU020,107.0,499712.47,4670.21,0,499712.47000000003,-5.820766091346741e-11,OK
2025-09-18,SKU020,77.0,359606.17,4670.21,0,359606.17,0.0,OK
2025-09-19,SKU020,116.0,541744.36,4670.21,0,541744.36,0.0,OK
2025-09-20,SKU020,99.0,462350.79,4670.21,0,462350.79,0.0,OK
2025-09-21,SKU020,77.0,359606.17,4670.21,0,359606.17,0.0,OK
2025-09-22,SKU020,78.0,364276.38,4670.21,0,364276.38,0.0,OK
2025-09-23,SKU020,117.0,546414.57,4670.21,0,546414.57,0.0,OK
2025-09-24,SKU020,93.0,434329.53,4670.21,0,434329.53,0.0,OK
2025-09-25,SKU020,100.0,467021.0,4670.21,0,467021.0,0.0,OK
2025-09-26,SKU020,85.0,396967.85,4670.21,0,396967.85,0.0,OK
2025-09-27,SKU020,116.0,541744.36,4670.21,0,541744.36,0.0,OK
2025-09-28,SKU020,79.0,368946.59,4670.21,0,368946.59,0.0,OK
2025-09-29,SKU020,57.0,266201.97,4670.21,0,266201.97000000003,-5.820766091346741e-11,OK
2025-09-30,SKU020,84.0,392297.64,4670.21,0,392297.64,0.0,OK
2025-10-01,SKU020,123.0,528480.96,4670.21,1,574435.83,-45954.869999999995,REVENUE_MISMATCH
2025-10-02,SKU020,139.0,597226.45,4670.21,1,649159.1900000001,-51932.74000000011,REVENUE_MISMATCH
2025-10-03,SKU020,168.0,721827.66,4670.21,1,784595.28,-62767.619999999995,REVENUE_MISMATCH
2025-10-04,SKU020,148.0,635895.79,4670.21,1,691191.08,-55295.28999999992,REVENUE_MISMATCH
2025-10-05,SKU020,122.0,524184.37,4670.21,1,569765.62,-45581.25,REVENUE_MISMATCH
2025-10-06,SKU020,113.0,485515.03,4670.21,1,527733.73,-42218.69999999995,REVENUE_MISMATCH
2025-10-07,SKU020,108.0,464032.07,4670.21,1,504382.68,-40350.609999999986,REVENUE_MISMATCH
2025-10-08,SKU020,106.0,455438.88,4670.21,1,495042.26,-39603.380000000005,REVENUE_MISMATCH
2025-10-09,SKU020,141.0,605819.64,4670.21,1,658499.61,-52679.96999999997,REVENUE_MISMATCH
2025-10-10,SKU020,113.0,485515.03,4670.21,1,527733.73,-42218.69999999995,REVENUE_MISMATCH
2025-10-11,SKU020,99.0,462350.79,4670.21,0,462350.79,0.0,OK
2025-10-12,SKU020,74.0,345595.54,4670.21,0,345595.54,0.0,OK
2025-10-13,SKU020,99.0,462350.79,4670.21,0,462350.79,0.0,OK
2025-10-14,SKU020,99.0,462350.79,4670.21,0,462350.79,0.0,OK
2025-10-15,SKU020,76.0,354935.96,4670.21,0,354935.96,0.0,OK
2025-10-16,SKU020,115.0,537074.15,4670.21,0,537074.15,0.0,OK
2025-10-17,SKU020,76.0,354935.96,4670.21,0,354935.96,0.0,OK
2025-10-18,SKU020,102.0,476361.42,4670.21,0,476361.42,0.0,OK
2025-10-19,SKU020,82.0,382957.22,4670.21,0,382957.22000000003,-5.820766091346741e-11,OK
2025-10-20,SKU020,55.0,256861.55,4670.21,0,256861.55,0.0,OK
2025-10-21,SKU020,116.0,541744.36,4670.21,0,541744.36,0.0,OK
2025-10-22,SKU020,109.0,509052.89,4670.21,0,509052.89,0.0,OK
2025-10-23,SKU020,102.0,476361.42,4670.21,0,476361.42,0.0,OK
2025-10-24,SKU020,83.0,387627.43,4670.21,0,387627.43,0.0,OK
2025-10-25,SKU020,105.0,490372.05,4670.21,0,490372.05,0.0,OK
2025-10-26,SKU020,79.0,368946.59,4670.21,0,368946.59,0.0,OK
2025-10-27,SKU020,45.0,210159.45,4670.21,0,210159.45,0.0,OK
2025-10-28,SKU020,94.0,438999.74,4670.21,0,438999.74,0.0,OK
2025-10-29,SKU020,77.0,359606.17,4670.21,0,359606.17,0.0,OK
2025-10-30,SKU020,102.0,476361.42,4670.21,0,476361.42,0.0,OK
2025-10-31,SKU020,84.0,392297.64,4670.21,0,392297.64,0.0,OK
2025-11-01,SKU020,99.0,462350.79,4670.21,0,462350.79,0.0,OK
2025-11-02,SKU020,94.0,438999.74,4670.21,0,438999.74,0.0,OK
2025-11-03,SKU020,68.0,317574.28,4670.21,0,317574.28,0.0,OK
2025-11-04,SKU020,115.0,537074.15,4670.21,0,537074.15,0.0,OK
2025-11-05,SKU020,86.0,401638.06,4670.21,0,401638.06,0.0,OK
2025-11-06,SKU020,80.0,373616.8,4670.21,0,373616.8,0.0,OK
2025-11-07,SKU020,81.0,378287.01,4670.21,0,378287.01,0.0,OK
2025-11-08,SKU020,119.0,555754.99,4670.21,0,555754.99,0.0,OK
2025-11-09,SKU020,60.0,280212.6,4670.21,0,280212.6,0.0,OK
2025-11-10,SKU020,112.0,523063.52,4670.21,0,523063.52,0.0,OK
2025-11-11,SKU020,87.0,406308.27,4670.21,0,406308.27,0.0,OK
2025-11-12,SKU020,74.0,345595.54,4670.21,0,345595.54,0.0,OK
2025-11-13,SKU020,66.0,308233.86,4670.21,0,308233.86,0.0,OK
2025-11-14,SKU020,129.0,602457.09,4670.21,0,602457.09,0.0,OK
2025-11-15,SKU020,96.0,448340.16,4670.21,0,448340.16000000003,-5.820766091346741e-11,OK
2025-11-16,SKU020,90.0,420318.9,4670.21,0,420318.9,0.0,OK
2025-11-17,SKU020,84.0,392297.64,4670.21,0,392297.64,0.0,OK
2025-11-18,SKU020,66.0,308233.86,4670.21,0,308233.86,0.0,OK
2025-11-19,SKU020,95.0,443669.95,4670.21,0,443669.95,0.0,OK
2025-11-20,SKU020,104.0,446845.69,4670.21,1,485701.84,-38856.15000000002,REVENUE_MISMATCH
2025-11-21,SKU020,123.0,528480.96,4670.21,1,574435.83,-45954.869999999995,REVENUE_MISMATCH
2025-11-22,SKU020,134.0,575743.49,4670.21,1,625808.14,-50064.65000000002,REVENUE_MISMATCH
2025-11-23,SKU020,121.0,519887.78,4670.21,1,565095.41,-45207.630000000005,REVENUE_MISMATCH
2025-11-24,SKU020,108.0,464032.07,4670.21,1,504382.68,-40350.609999999986,REVENUE_MISMATCH
2025-11-25,SKU020,105.0,451142.29,4670.21,1,490372.05,-39229.76000000001,REVENUE_MISMATCH
2025-11-26,SKU020,104.0,446845.69,4670.21,1,485701.84,-38856.15000000002,REVENUE_MISMATCH
2025-11-27,SKU020,112.0,481218.44,4670.21,1,523063.52,-41845.080000000016,REVENUE_MISMATCH
2025-11-28,SKU020,115.0,494108.22,4670.21,1,537074.15,-42965.93000000005,REVENUE_MISMATCH
2025-11-29,SKU020,127.0,545667.34,4670.21,1,593116.67,-47449.330000000075,REVENUE_MISMATCH
2025-11-30,SKU020,84.0,360913.83,4670.21,1,392297.64,-31383.809999999998,REVENUE_MISMATCH
2025-12-01,SKU020,81.0,378287.01,4670.21,0,378287.01,0.0,OK
2025-12-02,SKU020,94.0,438999.74,4670.21,0,438999.74,0.0,OK
2025-12-03,SKU020,91.0,424989.11,4670.21,0,424989.11,0.0,OK
2025-12-04,SKU020,118.0,551084.78,4670.21,0,551084.78,0.0,OK
2025-12-05,SKU020,110.0,513723.1,4670.21,0,513723.1,0.0,OK
2025-12-06,SKU020,84.0,392297.64,4670.21,0,392297.64,0.0,OK
2025-12-07,SKU020,117.0,546414.57,4670.21,0,546414.57,0.0,OK
2025-12-08,SKU020,87.0,406308.27,4670.21,0,406308.27,0.0,OK
2025-12-09,SKU020,108.0,504382.68,4670.21,0,504382.68,0.0,OK
2025-12-10,SKU020,87.0,406308.27,4670.21,0,406308.27,0.0,OK
2025-12-11,SKU020,103.0,481031.63,4670.21,0,481031.63,0.0,OK
2025-12-12,SKU020,120.0,560425.2,4670.21,0,560425.2,0.0,OK
2025-12-13,SKU020,85.0,396967.85,4670.21,0,396967.85,0.0,OK
2025-12-14,SKU020,108.0,504382.68,4670.21,0,504382.68,0.0,OK
2025-12-15,SKU020,119.0,511294.59,4670.21,1,555754.99,-44460.399999999965,REVENUE_MISMATCH
2025-12-16,SKU020,168.0,721827.66,4670.21,1,784595.28,-62767.619999999995,REVENUE_MISMATCH
2025-12-17,SKU020,136.0,584336.68,4670.21,1,635148.56,-50811.880000000005,REVENUE_MISMATCH
2025-12-18,SKU020,136.0,584336.68,4670.21,1,635148.56,-50811.880000000005,REVENUE_MISMATCH
2025-12-19,SKU020,150.0,644488.98,4670.21,1,700531.5,-56042.52000000002,REVENUE_MISMATCH
2025-12-20,SKU020,147.0,631599.2,4670.21,1,686520.87,-54921.67000000004,REVENUE_MISMATCH
2025-12-21,SKU020,120.0,515591.18,4670.21,1,560425.2,-44834.01999999996,REVENUE_MISMATCH
2025-12-22,SKU020,133.0,571446.9,4670.21,1,621137.93,-49691.03000000003,REVENUE_MISMATCH
2025-12-23,SKU020,120.0,515591.18,4670.21,1,560425.2,-44834.01999999996,REVENUE_MISMATCH
2025-12-24,SKU020,164.0,704641.28,4670.21,1,765914.4400000001,-61273.16000000003,REVENUE_MISMATCH
2025-12-25,SKU020,175.0,751903.81,4670.21,1,817286.75,-65382.939999999944,REVENUE_MISMATCH
2025-12-26,SKU020,171.0,734717.44,4670.21,1,798605.91,-63888.47000000009,REVENUE_MISMATCH
2025-12-27,SKU020,169.0,726124.25,4670.21,1,789265.49,-63141.23999999999,REVENUE_MISMATCH
2025-12-28,SKU020,122.0,524184.37,4670.21,1,569765.62,-45581.25,REVENUE_MISMATCH
2025-12-29,SKU020,88.0,378100.2,4670.21,1,410978.48,-32878.27999999997,REVENUE_MISMATCH
2025-12-30,SKU020,140.0,601523.05,4670.21,1,653829.4,-52306.34999999998,REVENUE_MISMATCH
2025-12-31,SKU020,167.0,717531.06,4670.21,1,779925.07,-62394.00999999989,REVENUE_MISMATCH
2026-01-01,SKU020,125.0,583776.25,4670.21,0,583776.25,0.0,OK
2026-01-02,SKU020,125.0,583776.25,4670.21,0,583776.25,0.0,OK
2026-01-03,SKU020,136.0,635148.56,4670.21,0,635148.56,0.0,OK
2026-01-04,SKU020,118.0,551084.78,4670.21,0,551084.78,0.0,OK
2026-01-05,SKU020,63.0,294223.23,4670.21,0,294223.23,0.0,OK
2026-01-06,SKU020,96.0,448340.16,4670.21,0,448340.16000000003,-5.820766091346741e-11,OK
2026-01-07,SKU020,105.0,490372.05,4670.21,0,490372.05,0.0,OK
2026-01-08,SKU020,139.0,649159.19,4670.21,0,649159.1900000001,-1.1641532182693481e-10,OK
2026-01-09,SKU020,102.0,476361.42,4670.21,0,476361.42,0.0,OK
2026-01-10,SKU020,89.0,415648.69,4670.21,0,415648.69,0.0,OK
2026-01-11,SKU020,106.0,495042.26,4670.21,0,495042.26,0.0,OK
2026-01-12,SKU020,107.0,499712.47,4670.21,0,499712.47000000003,-5.820766091346741e-11,OK
2026-01-13,SKU020,70.0,326914.7,4670.21,0,326914.7,0.0,OK
2026-01-14,SKU020,127.0,593116.67,4670.21,0,593116.67,0.0,OK
2026-01-15,SKU020,90.0,420318.9,4670.21,0,420318.9,0.0,OK
2026-01-16,SKU020,138.0,644488.98,4670.21,0,644488.98,0.0,OK
2026-01-17,SKU020,103.0,481031.63,4670.21,0,481031.63,0.0,OK
2026-01-18,SKU020,94.0,438999.74,4670.21,0,438999.74,0.0,OK
2026-01-19,SKU020,90.0,420318.9,4670.21,0,420318.9,0.0,OK
2026-01-20,SKU020,128.0,597786.88,4670.21,0,597786.88,0.0,OK
2026-01-21,SKU020,90.0,420318.9,4670.21,0,420318.9,0.0,OK
2026-01-22,SKU020,139.0,649159.19,4670.21,0,649159.1900000001,-1.1641532182693481e-10,OK
2026-01-23,SKU020,95.0,443669.95,4670.21,0,443669.95,0.0,OK
2026-01-24,SKU020,98.0,457680.58,4670.21,0,457680.58,0.0,OK
2026-01-25,SKU020,97.0,453010.37,4670.21,0,453010.37,0.0,OK
2026-01-26,SKU020,109.0,509052.89,4670.21,0,509052.89,0.0,OK
2026-01-27,SKU020,105.0,490372.05,4670.21,0,490372.05,0.0,OK
2026-01-28,SKU020,92.0,429659.32,4670.21,0,429659.32,0.0,OK
2026-01-29,SKU020,104.0,485701.84,4670.21,0,485701.84,0.0,OK
2026-01-30,SKU020,132.0,616467.72,4670.21,0,616467.72,0.0,OK
2026-01-31,SKU020,127.0,593116.67,4670.21,0,593116.67,0.0,OK
2026-02-01,SKU020,99.0,462350.79,4670.21,0,462350.79,0.0,OK
2026-02-02,SKU020,85.0,396967.85,4670.21,0,396967.85,0.0,OK
2026-02-03,SKU020,129.0,602457.09,4670.21,0,602457.09,0.0,OK
