date,sku_id,category,subcategory,units_sold,on_hand_units,on_order_units,lead_time_days,reorder_point,inventory_position,target_inventory,recommended_order_qty,inventory_risk,recommendation_priority,recommendation
2025-12-12,SKU020,Office,Organizer,120.0,0.0,136,8.0,774,136.0,774,638,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-13,SKU020,Office,Organizer,85.0,0.0,203,8.0,774,203.0,774,571,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-14,SKU020,Office,Organizer,108.0,0.0,297,8.0,774,297.0,774,477,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-15,SKU020,Office,Organizer,119.0,0.0,302,8.0,774,302.0,774,472,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-16,SKU020,Office,Organizer,168.0,0.0,0,8.0,774,0.0,774,774,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-17,SKU020,Office,Organizer,136.0,0.0,91,8.0,774,91.0,774,683,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-18,SKU020,Office,Organizer,136.0,0.0,82,8.0,774,82.0,774,692,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-19,SKU020,Office,Organizer,150.0,0.0,110,8.0,774,110.0,774,664,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-20,SKU020,Office,Organizer,147.0,0.0,135,8.0,774,135.0,774,639,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-21,SKU020,Office,Organizer,120.0,0.0,255,8.0,774,255.0,774,519,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-22,SKU020,Office,Organizer,133.0,0.0,86,8.0,774,86.0,774,688,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-23,SKU020,Office,Organizer,120.0,0.0,105,8.0,774,105.0,774,669,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-24,SKU020,Office,Organizer,164.0,0.0,0,8.0,774,0.0,774,774,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-25,SKU020,Office,Organizer,175.0,0.0,48,8.0,774,48.0,774,726,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-26,SKU020,Office,Organizer,171.0,0.0,115,8.0,774,115.0,774,659,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-27,SKU020,Office,Organizer,169.0,0.0,178,8.0,774,178.0,774,596,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-28,SKU020,Office,Organizer,122.0,0.0,205,8.0,774,205.0,774,569,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-29,SKU020,Office,Organizer,88.0,0.0,228,8.0,774,228.0,774,546,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-30,SKU020,Office,Organizer,140.0,0.0,157,8.0,774,157.0,774,617,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2025-12-31,SKU020,Office,Organizer,167.0,0.0,207,8.0,774,207.0,774,567,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-01,SKU020,Office,Organizer,125.0,0.0,294,8.0,774,294.0,774,480,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-02,SKU020,Office,Organizer,125.0,0.0,254,8.0,774,254.0,774,520,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-03,SKU020,Office,Organizer,136.0,0.0,210,8.0,774,210.0,774,564,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-04,SKU020,Office,Organizer,118.0,0.0,269,8.0,774,269.0,774,505,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-05,SKU020,Office,Organizer,63.0,0.0,127,8.0,774,127.0,774,647,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-06,SKU020,Office,Organizer,96.0,0.0,322,8.0,774,322.0,774,452,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-07,SKU020,Office,Organizer,105.0,0.0,244,8.0,774,244.0,774,530,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-08,SKU020,Office,Organizer,139.0,100.0,0,8.0,774,100.0,774,674,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-09,SKU020,Office,Organizer,102.0,0.0,272,8.0,774,272.0,774,502,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-10,SKU020,Office,Organizer,89.0,0.0,43,8.0,774,43.0,774,731,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-11,SKU020,Office,Organizer,106.0,0.0,83,8.0,774,83.0,774,691,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-12,SKU020,Office,Organizer,107.0,0.0,210,8.0,774,210.0,774,564,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-13,SKU020,Office,Organizer,70.0,0.0,220,8.0,774,220.0,774,554,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-14,SKU020,Office,Organizer,127.0,0.0,305,8.0,774,305.0,774,469,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-15,SKU020,Office,Organizer,90.0,0.0,198,8.0,774,198.0,774,576,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-16,SKU020,Office,Organizer,138.0,0.0,0,8.0,774,0.0,774,774,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-17,SKU020,Office,Organizer,103.0,0.0,185,8.0,774,185.0,774,589,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-18,SKU020,Office,Organizer,94.0,0.0,134,8.0,774,134.0,774,640,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-19,SKU020,Office,Organizer,90.0,0.0,241,8.0,774,241.0,774,533,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-20,SKU020,Office,Organizer,128.0,0.0,221,8.0,774,221.0,774,553,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-21,SKU020,Office,Organizer,90.0,0.0,97,8.0,774,97.0,774,677,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-22,SKU020,Office,Organizer,139.0,0.0,150,8.0,774,150.0,774,624,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-23,SKU020,Office,Organizer,95.0,0.0,240,8.0,774,240.0,774,534,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-24,SKU020,Office,Organizer,98.0,221.0,0,8.0,774,221.0,774,553,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-25,SKU020,Office,Organizer,97.0,124.0,158,8.0,774,282.0,774,492,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-26,SKU020,Office,Organizer,109.0,15.0,253,8.0,774,268.0,774,506,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-27,SKU020,Office,Organizer,105.0,0.0,165,8.0,774,165.0,774,609,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-28,SKU020,Office,Organizer,92.0,0.0,153,8.0,774,153.0,774,621,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-29,SKU020,Office,Organizer,104.0,0.0,227,8.0,774,227.0,774,547,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-30,SKU020,Office,Organizer,132.0,0.0,323,8.0,774,323.0,774,451,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-01-31,SKU020,Office,Organizer,127.0,0.0,136,8.0,774,136.0,774,638,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-01,SKU020,Office,Organizer,99.0,0.0,172,8.0,774,172.0,774,602,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-02,SKU020,Office,Organizer,85.0,0.0,57,8.0,774,57.0,774,717,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-03,SKU020,Office,Organizer,129.0,0.0,226,8.0,774,226.0,774,548,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-04,SKU020,Office,Organizer,93.0,0.0,152,8.0,774,152.0,774,622,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-05,SKU020,Office,Organizer,108.0,0.0,77,8.0,774,77.0,774,697,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-06,SKU020,Office,Organizer,90.0,0.0,223,8.0,774,223.0,774,551,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-07,SKU020,Office,Organizer,131.0,0.0,241,8.0,774,241.0,774,533,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-08,SKU020,Office,Organizer,98.0,0.0,0,8.0,774,0.0,774,774,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-09,SKU020,Office,Organizer,89.0,0.0,217,8.0,774,217.0,774,557,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-10,SKU020,Office,Organizer,93.0,0.0,289,8.0,774,289.0,774,485,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-11,SKU020,Office,Organizer,59.0,0.0,200,8.0,774,200.0,774,574,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-12,SKU020,Office,Organizer,109.0,0.0,275,8.0,774,275.0,774,499,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-13,SKU020,Office,Organizer,104.0,0.0,186,8.0,774,186.0,774,588,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-14,SKU020,Office,Organizer,133.0,0.0,110,8.0,774,110.0,774,664,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-15,SKU020,Office,Organizer,73.0,0.0,87,8.0,774,87.0,774,687,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-16,SKU020,Office,Organizer,88.0,21.0,0,8.0,774,21.0,774,753,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-17,SKU020,Office,Organizer,88.0,0.0,230,8.0,774,230.0,774,544,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-18,SKU020,Office,Organizer,99.0,0.0,127,8.0,774,127.0,774,647,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-19,SKU020,Office,Organizer,116.0,0.0,202,8.0,774,202.0,774,572,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-20,SKU020,Office,Organizer,153.0,0.0,277,8.0,774,277.0,774,497,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-21,SKU020,Office,Organizer,130.0,0.0,70,8.0,774,70.0,774,704,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-22,SKU020,Office,Organizer,114.0,0.0,76,8.0,774,76.0,774,698,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-23,SKU020,Office,Organizer,97.0,0.0,258,8.0,774,258.0,774,516,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-24,SKU020,Office,Organizer,122.0,0.0,0,8.0,774,0.0,774,774,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-25,SKU020,Office,Organizer,92.0,0.0,102,8.0,774,102.0,774,672,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-26,SKU020,Office,Organizer,104.0,0.0,168,8.0,774,168.0,774,606,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-27,SKU020,Office,Organizer,141.0,0.0,325,8.0,774,325.0,774,449,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-02-28,SKU020,Office,Organizer,145.0,0.0,195,8.0,774,195.0,774,579,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-01,SKU020,Office,Organizer,118.0,0.0,83,8.0,774,83.0,774,691,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-02,SKU020,Office,Organizer,85.0,0.0,213,8.0,774,213.0,774,561,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-03,SKU020,Office,Organizer,81.0,0.0,152,8.0,774,152.0,774,622,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-04,SKU020,Office,Organizer,90.0,0.0,59,8.0,774,59.0,774,715,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-05,SKU020,Office,Organizer,101.0,0.0,189,8.0,774,189.0,774,585,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-06,SKU020,Office,Organizer,144.0,0.0,228,8.0,774,228.0,774,546,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-07,SKU020,Office,Organizer,117.0,0.0,323,8.0,774,323.0,774,451,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-08,SKU020,Office,Organizer,100.0,154.0,0,8.0,774,154.0,774,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-09,SKU020,Office,Organizer,79.0,75.0,271,8.0,774,346.0,774,428,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-10,SKU020,Office,Organizer,116.0,0.0,309,8.0,774,309.0,774,465,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-11,SKU020,Office,Organizer,105.0,0.0,136,8.0,774,136.0,774,638,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-12,SKU020,Office,Organizer,122.0,0.0,207,8.0,774,207.0,774,567,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-13,SKU020,Office,Organizer,137.0,0.0,327,8.0,774,327.0,774,447,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-14,SKU020,Office,Organizer,85.0,0.0,204,8.0,774,204.0,774,570,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-15,SKU020,Office,Organizer,122.0,0.0,80,8.0,774,80.0,774,694,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-16,SKU020,Office,Organizer,159.0,164.0,0,8.0,774,164.0,774,610,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-17,SKU020,Office,Organizer,138.0,26.0,145,8.0,774,171.0,774,603,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-18,SKU020,Office,Organizer,143.0,0.0,115,8.0,774,115.0,774,659,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-19,SKU020,Office,Organizer,163.0,0.0,226,8.0,774,226.0,774,548,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-20,SKU020,Office,Organizer,133.0,0.0,145,8.0,774,145.0,774,629,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-21,SKU020,Office,Organizer,144.0,0.0,162,8.0,774,162.0,774,612,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-22,SKU020,Office,Organizer,123.0,0.0,105,8.0,774,105.0,774,669,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-23,SKU020,Office,Organizer,94.0,0.0,53,8.0,774,53.0,774,721,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-24,SKU020,Office,Organizer,130.0,0.0,0,8.0,774,0.0,774,774,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-25,SKU020,Office,Organizer,152.0,0.0,123,8.0,774,123.0,774,651,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-26,SKU020,Office,Organizer,117.0,0.0,166,8.0,774,166.0,774,608,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-27,SKU020,Office,Organizer,129.0,0.0,284,8.0,774,284.0,774,490,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-28,SKU020,Office,Organizer,98.0,0.0,104,8.0,774,104.0,774,670,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-29,SKU020,Office,Organizer,125.0,0.0,233,8.0,774,233.0,774,541,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-30,SKU020,Office,Organizer,69.0,0.0,313,8.0,774,313.0,774,461,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-03-31,SKU020,Office,Organizer,98.0,0.0,161,8.0,774,161.0,774,613,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-01,SKU020,Office,Organizer,85.0,0.0,329,8.0,774,329.0,774,445,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-02,SKU020,Office,Organizer,97.0,0.0,229,8.0,774,229.0,774,545,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-03,SKU020,Office,Organizer,113.0,0.0,322,8.0,774,322.0,774,452,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-04,SKU020,Office,Organizer,105.0,0.0,128,8.0,774,128.0,774,646,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-05,SKU020,Office,Organizer,98.0,0.0,234,8.0,774,234.0,774,540,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-06,SKU020,Office,Organizer,80.0,0.0,88,8.0,774,88.0,774,686,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-07,SKU020,Office,Organizer,93.0,0.0,310,8.0,774,310.0,774,464,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-08,SKU020,Office,Organizer,90.0,51.0,0,8.0,774,51.0,774,723,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-09,SKU020,Office,Organizer,89.0,0.0,88,8.0,774,88.0,774,686,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-10,SKU020,Office,Organizer,95.0,0.0,197,8.0,774,197.0,774,577,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-11,SKU020,Office,Organizer,118.0,0.0,91,8.0,774,91.0,774,683,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-12,SKU020,Office,Organizer,83.0,0.0,124,8.0,774,124.0,774,650,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-13,SKU020,Office,Organizer,71.0,0.0,153,8.0,774,153.0,774,621,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-14,SKU020,Office,Organizer,89.0,0.0,85,8.0,774,85.0,774,689,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-15,SKU020,Office,Organizer,76.0,0.0,53,8.0,774,53.0,774,721,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-16,SKU020,Office,Organizer,106.0,45.0,0,8.0,774,45.0,774,729,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-17,SKU020,Office,Organizer,115.0,0.0,102,8.0,774,102.0,774,672,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-18,SKU020,Office,Organizer,97.0,0.0,238,8.0,774,238.0,774,536,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-19,SKU020,Office,Organizer,122.0,0.0,41,8.0,774,41.0,774,733,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-20,SKU020,Office,Organizer,91.0,0.0,232,8.0,774,232.0,774,542,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-21,SKU020,Office,Organizer,95.0,0.0,201,8.0,774,201.0,774,573,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-22,SKU020,Office,Organizer,143.0,0.0,195,8.0,774,195.0,774,579,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-23,SKU020,Office,Organizer,86.0,0.0,190,8.0,774,190.0,774,584,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-24,SKU020,Office,Organizer,128.0,73.0,0,8.0,774,73.0,774,701,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-25,SKU020,Office,Organizer,124.0,0.0,190,8.0,774,190.0,774,584,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-26,SKU020,Office,Organizer,85.0,0.0,172,8.0,774,172.0,774,602,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-27,SKU020,Office,Organizer,76.0,0.0,141,8.0,774,141.0,774,633,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-28,SKU020,Office,Organizer,65.0,0.0,148,8.0,774,148.0,774,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-29,SKU020,Office,Organizer,86.0,0.0,70,8.0,774,70.0,774,704,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-04-30,SKU020,Office,Organizer,80.0,0.0,157,8.0,774,157.0,774,617,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-01,SKU020,Office,Organizer,108.0,0.0,185,8.0,774,185.0,774,589,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-02,SKU020,Office,Organizer,109.0,0.0,265,8.0,774,265.0,774,509,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-03,SKU020,Office,Organizer,94.0,0.0,170,8.0,774,170.0,774,604,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-04,SKU020,Office,Organizer,93.0,0.0,267,8.0,774,267.0,774,507,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-05,SKU020,Office,Organizer,109.0,0.0,270,8.0,774,270.0,774,504,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-06,SKU020,Office,Organizer,97.0,0.0,137,8.0,774,137.0,774,637,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-07,SKU020,Office,Organizer,100.0,0.0,187,8.0,774,187.0,774,587,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-08,SKU020,Office,Organizer,109.0,28.0,0,8.0,774,28.0,774,746,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-09,SKU020,Office,Organizer,127.0,0.0,63,8.0,774,63.0,774,711,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-10,SKU020,Office,Organizer,92.0,0.0,292,8.0,774,292.0,774,482,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-11,SKU020,Office,Organizer,102.0,0.0,282,8.0,774,282.0,774,492,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-12,SKU020,Office,Organizer,101.0,0.0,66,8.0,774,66.0,774,708,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-13,SKU020,Office,Organizer,121.0,0.0,234,8.0,774,234.0,774,540,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-14,SKU020,Office,Organizer,94.0,0.0,289,8.0,774,289.0,774,485,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-15,SKU020,Office,Organizer,127.0,0.0,53,8.0,774,53.0,774,721,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-16,SKU020,Office,Organizer,132.0,24.0,0,8.0,774,24.0,774,750,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-17,SKU020,Office,Organizer,67.0,0.0,113,8.0,774,113.0,774,661,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-18,SKU020,Office,Organizer,91.0,0.0,181,8.0,774,181.0,774,593,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-19,SKU020,Office,Organizer,94.0,0.0,87,8.0,774,87.0,774,687,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-20,SKU020,Office,Organizer,117.0,0.0,51,8.0,774,51.0,774,723,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-21,SKU020,Office,Organizer,104.0,0.0,48,8.0,774,48.0,774,726,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-22,SKU020,Office,Organizer,96.0,0.0,320,8.0,774,320.0,774,454,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-23,SKU020,Office,Organizer,94.0,0.0,61,8.0,774,61.0,774,713,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-24,SKU020,Office,Organizer,96.0,9.0,0,8.0,774,9.0,774,765,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-25,SKU020,Office,Organizer,76.0,0.0,225,8.0,774,225.0,774,549,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-26,SKU020,Office,Organizer,166.0,0.0,229,8.0,774,229.0,774,545,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-27,SKU020,Office,Organizer,103.0,0.0,70,8.0,774,70.0,774,704,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-28,SKU020,Office,Organizer,135.0,0.0,202,8.0,774,202.0,774,572,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-29,SKU020,Office,Organizer,102.0,0.0,176,8.0,774,176.0,774,598,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-30,SKU020,Office,Organizer,117.0,0.0,107,8.0,774,107.0,774,667,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-05-31,SKU020,Office,Organizer,107.0,0.0,278,8.0,774,278.0,774,496,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-01,SKU020,Office,Organizer,102.0,0.0,325,8.0,774,325.0,774,449,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-02,SKU020,Office,Organizer,131.0,0.0,128,8.0,774,128.0,774,646,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-03,SKU020,Office,Organizer,111.0,0.0,102,8.0,774,102.0,774,672,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-04,SKU020,Office,Organizer,113.0,0.0,148,8.0,774,148.0,774,626,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-05,SKU020,Office,Organizer,112.0,0.0,301,8.0,774,301.0,774,473,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-06,SKU020,Office,Organizer,132.0,0.0,266,8.0,774,266.0,774,508,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-07,SKU020,Office,Organizer,150.0,0.0,262,8.0,774,262.0,774,512,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-08,SKU020,Office,Organizer,131.0,175.0,0,8.0,774,175.0,774,599,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-09,SKU020,Office,Organizer,102.0,73.0,110,8.0,774,183.0,774,591,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-10,SKU020,Office,Organizer,120.0,0.0,295,8.0,774,295.0,774,479,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-11,SKU020,Office,Organizer,171.0,0.0,311,8.0,774,311.0,774,463,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-12,SKU020,Office,Organizer,181.0,0.0,246,8.0,774,246.0,774,528,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-13,SKU020,Office,Organizer,160.0,0.0,161,8.0,774,161.0,774,613,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-14,SKU020,Office,Organizer,126.0,0.0,308,8.0,774,308.0,774,466,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-15,SKU020,Office,Organizer,118.0,0.0,52,8.0,774,52.0,774,722,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-16,SKU020,Office,Organizer,135.0,0.0,0,8.0,774,0.0,774,774,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-17,SKU020,Office,Organizer,183.0,0.0,70,8.0,774,70.0,774,704,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-18,SKU020,Office,Organizer,159.0,0.0,154,8.0,774,154.0,774,620,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
2026-06-19,SKU020,Office,Organizer,169.0,0.0,259,8.0,774,259.0,774,515,STOCKOUT_RISK,HIGH,REPLENISH_STOCK
